,lyric,clean_lyric
1824,The love they pushed aside,love pushed
1825,But people like me are gone forever,people forever
1826,When you say goodbye,goodbye
1827,"(Stay) Hey, all you had to do was stay",stay stay
1828,"Had me in the palm of your hand, then",palm
1829,Why'd you have to go and lock me out when I let you in?,whyd lock
1830,"(Stay) Hey, now you say you want it back",stay
1831,Now that it's just too late,
1832,"Well, could've been easy",couldve easy
1833,All you had to do was (Stay),stay
1834,All you had to do was (Stay),stay
1835,All you had to do was (Stay),stay
1836,"All you had to do was (Stay, stay, stay, stay, stay)",stay stay stay stay stay
1837,Let me remind you,remind
1838,"This was what you wanted (Oh, oh, oh-oh-oh)",wanted ohohoh
1839,You ended it,ended
1840,"You were all I wanted (Oh, oh, oh-oh-oh)",wanted ohohoh
1841,But not like this,
1842,Not like this,
1843,Not like this,
1844,"Oh, all you had to do was...",
1845,"(Stay) Hey, all you had to do was stay",stay stay
1846,"Had me in the palm of your hand, then",palm
1847,Why'd you want to go and lock me out when I let you in?,whyd lock
1848,"(Stay) Hey, now you say you want it back",stay
1849,Now that it's just too late,
1850,"Well, could've been easy",couldve easy
1851,All you had to do was...,
1852,"(Stay) Hey, all you had to do was stay",stay stay
1853,"Had me in the palm of your hand, then",palm
1854,Why'd you have to go and lock me out when I let you in?,whyd lock
1855,"(Stay) Hey, now you say you want it back",stay
1856,Now that it's just too late,
1857,"Well, could've been easy (All you had to do was stay)",couldve easy stay
1858,All you had to do was (Stay),stay
1859,All you had to do was (Stay) (Oh),stay
1860,All you had to do was (Stay),stay
1861,All you had to do was (Stay) (Ooh),stay
1862,All you had to do was (Stay),stay
1863,It's 2AM in your car,2am car
1864,"Windows down, you pass my street, the memories start",windows pass street memories start
1865,"You say it's in the past, you drive straight ahead",drive straight ahead
1866,You're thinking that I hate you now,thinking
1867,'Cause you still don't know what I never said,
1868,I wish you would come back,
1869,"Wish I never hung up the phone like I did, I",hung phone
1870,Wish you knew that,knew
1871,"I'd never forget you as long as I live, and I",forget live
1872,"Wish you were right here, right now, it's all good",good
1873,I wish you would,
1874,It's 2 AM in my room,2 room
1875,Headlights pass the window pane,headlights pass window pane
1876,I think of you,
1877,We're a crooked love in a straight line down,crooked love straight
1878,Makes you want to run and hide,hide
1879,But it makes you turn right back around,turn
1880,I wish you would come back,
1881,"Wish I never hung up the phone like I did, I",hung phone
1882,Wish you knew that,knew
1883,"I'd never forget you as long as I live, and I",forget live
1884,"Wish you were right here, right now, it's all good",good
1885,I wish you would,
1886,I wish we could go back,
1887,"And remember what we were fighting for, and I",remember fighting
1888,Wish you knew that,knew
1889,"I miss you too much to be mad anymore, and I",
1890,"Wish you were right here, right now, it's all good",good
1891,I wish you would,
1892,"I, I, I, I, I, I wish I, wish I",
1893,"I, I, I, I, I, I wish I, wish I",
1894,"I, I, I, I, I, I wish I, wish I",
1895,You always knew how to push my buttons,knew push buttons
1896,You give me everything and nothing,
1897,"This mad, mad love makes you come running",love running
1898,To stand back where you stood,stand stood
1899,"I wish you would, I wish you would",
1900,"(I wish you would, I wish you would)",
1901,"I wish you would, I wish you would",
1902,"(I wish you would, I wish you would)",
1903,"(I wish I, wish I)",
1904,"2AM, here we are",2am
1905,"See your face, hear my voice in the dark",face hear voice dark
1906,We're a crooked love in a straight line down,crooked love straight
1907,Makes you wanna run and hide,hide
1908,But it made us turn right back around,turn
1909,I wish you would come back,
1910,"Wish I never hung up the phone like I did, I",hung phone
1911,Wish you knew that,knew
1912,"I'd never forget you as long as I live, and I",forget live
1913,"Wish you were right here, right now, it's all good",good
1914,I wish you would,
1915,I wish you would come back,
1916,"Wish I never hung up the phone like I did, I",hung phone
1917,Wish you knew that,knew
1918,"I'd never forget you as long as I live, and I",forget live
1919,"Wish you were right here, right now, it's all good",good
1920,I wish you would,
1921,I wish we could go back,
1922,"And remember what we were fighting for, and I",remember fighting
1923,Wish you knew that,knew
1924,"I miss you too much to be mad anymore, and I",
1925,"Wish you were right here, right now, it's all good",good
1926,I wish you would,
1927,"(I, I, I, I, I, I wish I, wish I)",
1928,You always knew how to push my buttons,knew push buttons
1929,You give me everything and nothing,
1930,"This mad, mad love makes you come running",love running
1931,To stand back where you stood,stand stood
1932,"I wish you would, I wish you would",
1933,"(I wish you would, I wish you would)",
1934,"I wish you would, I wish you would",
1935,"(I wish you would, I wish you would, I wish you would)",
1936,"(I, I, I, I, I, I wish I, wish I)",
1937,"I, I, I, I, I, I wish I, wish I",
1938,"I, I, I, I, I, I wish I, wish I",
1939,I wish you would,
1940,"He said, ""Let's get out of this town",town
1941,"Drive out of the city, away from the crowds""",drive city crowds
1942,"I thought, ""Heaven can't help me now""",thought heaven
1943,Nothing lasts forever,lasts forever
1944,But this is gonna take me down,
1945,He's so tall and handsome as hell,tall handsome
1946,"He's so bad, but he does it so well",bad
1947,I can see the end as it begins,
1948,My one condition is,condition
1949,Say you'll remember me,remember
1950,Standin' in a nice dress,standin nice dress
1951,"Starin' at the sunset, babe",starin sunset babe
1952,Red lips and rosy cheeks,lips rosy cheeks
1953,Say you'll see me again,
1954,Even if it's just in your,
1955,"Wildest dreams, ah, ha",wildest dreams
1956,"Wildest dreams, ah, ha",wildest dreams
1957,"I said, ""No one has to know what we do""",
1958,"His hands are in my hair, his clothes are in my room",hands hair clothes room
1959,And his voice is a familiar sound,voice familiar sound
1960,Nothin' lasts forever,lasts forever
1961,But this is gettin' good now,good
1962,He's so tall and handsome as hell,tall handsome
1963,"He's so bad, but he does it so well",bad
1964,And when we've had our very last kiss,kiss
1965,My last request is,request
1966,Say you'll remember me,remember
1967,Standin' in a nice dress,standin nice dress
1968,"Starin' at the sunset, babe",starin sunset babe
1969,Red lips and rosy cheeks,lips rosy cheeks
1970,Say you'll see me again,
1971,Even if it's just in your,
1972,"Wildest dreams, ah, ha (Ha, ha)",wildest dreams
1973,"Wildest dreams, ah, ha",wildest dreams
1974,You'll see me in hindsight,hindsight
1975,Tangled up with you all night,tangled night
1976,Burnin' it down,burnin
1977,"Someday, when you leave me",someday leave
1978,I bet these memories,memories
1979,Follow you around,
1980,You'll see me in hindsight,hindsight
1981,Tangled up with you all night,tangled night
1982,Burnin' (Burnin') it (It) down (Down),burnin burnin
1983,"Someday, when you leave me",someday leave
1984,I bet these memories,memories
1985,Follow (Follow) you (You) around,
1986,(Follow you around),
1987,Say you'll remember me,remember
1988,Standing in a nice dress,standing nice dress
1989,"Starin' at the sunset, babe",starin sunset babe
1990,Red lips and rosy cheeks,lips rosy cheeks
1991,Say you'll see me again,
1992,Even if it's just pretend,pretend
1993,Say you'll remember me,remember
1994,Standin' in a nice dress,standin nice dress
1995,"Starin' at the sunset, babe",starin sunset babe
1996,Red lips and rosy cheeks,lips rosy cheeks
1997,Say you'll see me again,
1998,"Even if it's just in your (Just pretend, just pretend)",pretend pretend
1999,"Wildest dreams, ah, ha (Ah)",wildest dreams
2000,"In your wildest dreams, ah, ha",wildest dreams
2001,Even if it's just in your,
2002,"In your wildest dreams, ah, ha",wildest dreams
2003,"In your wildest dreams, ah, ha",wildest dreams
2004,Clear blue water,blue water
2005,High tide came and brought you in,high tide brought
2006,"And I could go on and on, on and on and I will",
2007,Skies grew darker,skies grew darker
2008,Currents swept you out again,currents swept
2009,"And you were just gone and gone, gone and gone",
2010,In silent screams and wildest dreams,silent screams wildest dreams
2011,I never dreamed of this,dreamed
2012,"This love is good, this love is bad",love good love bad
2013,"This love is alive back from the dead, oh-oh, oh",love alive dead
2014,"These hands had to let it go free, and",hands free
2015,"This love came back to me, oh-oh, oh",love
2016,"Oh-oh, oh, oh-oh, oh",
2017,"Tossing, turning",tossing turning
2018,Struggled through the night with someone new,struggled night
2019,"And I could go on and on, on and on",
2020,"Lantern, burning",lantern burning
2021,"Flickered in my mind, only you",flickered mind
2022,"But you were still gone, gone, gone",
2023,"Been losing grip, on sinking ships",losing grip sinking ships
2024,You showed up just in time,
2025,"This love is good, this love is bad",love good love bad
